Id,Label,patent_title,link,data,assignee,abstract
,"7,857,048",Method for breaking fracturing fluids,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=410&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=9&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"December 28, 2010","Schlumberger Technology Corporation
 (Sugar Land, 
TX)","A method for breaking a fracturing fluid includes identifying application
     parameter(s) including a subterranean formation temperature, and
     determining an acid precursor concentration in response to the
     application parameter(s). The method further includes providing a
     treatment fluid including a carrier fluid, a metallic peroxide breaker,
     and an amount of an acid precursor according to the acid precursor
     concentration, and treating the subterranean formation with the treatment
     fluid. The application parameter(s) may further include a flowback wait
     time, a composition of the metallic peroxide breaker, a gel loading of
     the carrier fluid, and/or a permeability of the subterranean formation.
     The metallic peroxide breaker may include an alkaline peroxide and/or a
     zinc peroxide. The acid precursor may include polylactic acid and/or
     polyglycolic acid."
,"9,399,729",Wellbore servicing materials and methods of making and using same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=3&f=G&l=50&d=PALL&S1=7857048.UREF.&OS=ref/7857048&RS=REF/7857048,"July 26, 2016",,
,"9,850,423","Hydrolyzable particle compositions, treatment fluids and methods",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=2&f=G&l=50&d=PALL&S1=7857048.UREF.&OS=ref/7857048&RS=REF/7857048,"December 26, 2017",,
,"9,951,268",Wellbore servicing materials and methods of making and using same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=1&f=G&l=50&d=PALL&S1=7857048.UREF.&OS=ref/7857048&RS=REF/7857048,"April 24, 2018",,
,"7,863,343","Expandable polylactic acid resin particles, expanded polylactic acid resin
     beads and molded article obtained from expanded polylactic acid resin
     beads",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=409&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=9&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"January 4, 2011","JSP Corporation
 (Tokyo, 
JP)","Expandable polylactic acid resin particles including (a) a base resin
     containing a polylactic acid resin having at least 50 mol % of lactic
     acid monomer component units, (b) a polyolefin wax in an amount of 0.0001
     to 1 part by weight per 100 parts by weight of the base resin, and (c) a
     blowing agent in an amount of 1 to 30% by weight based on the weight of
     the resin particles. The expandable resin particles can give expanded
     beads having an average cell diameter of 10 to 500 .mu.m. The expanded
     beads can give in-mold foam moldings."
,"7,863,382",Resin composition and molded article comprising the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=408&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=9&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"January 4, 2011","Toray Industries, Inc.
 (Tokyo, 
JP)","A resin composition in which a polylactic acid resin (A) 95-5 wt %, an
     aromatic polycarbonate resin (B) 5-95 wt %, and, with respect to 100 wt
     parts of the total of the (A) and the (B), at least one compatibilizer
     selected from a polymer compound containing an acrylic resin or styrene
     resin unit as a graft (C), a polymer compound to which a glycidyl
     compound or an acid anhydride is grafted or copolymerized (D) and an
     oxazoline compound, an oxazine compound and a carbodiimide compound (E)
     are compounded."
,"7,875,054",Connective tissue closure device and method,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=407&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=9&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"January 25, 2011","Boston Scientific Scimed, Inc.
 (Maple Grove, 
MN)","A device for closing wounds such as openings in blood vessels as well as
     a method of doing so are disclosed. The device employs a fabric wrapped
     around an expandable frame both of which are inserted into a blood vessel
     through an introducer sheath. Once inserted, the expandable frame expands
     thereby expanding the fabric therewith. The fabric is made from a
     bioabsorbable material and includes a plurality of microhooks extending
     therefrom. One suitable material is polylactic acid fiber. Upon
     retraction of the device, the microhooks engage the adventitia
     surrounding the blood vessel causing the fabric to remain in position
     sealing the opening even after the expandable member is retracted and
     removed as well as the introducer sheath As the fabric is made from a
     bioabsorbable material, the device can remain in place even after
     hemostasis is reached and eventually dissolve within the body."
,"8,398,677",Closure device with textured surface,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=27&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"March 19, 2013",,
,"8,845,683",Method and system for sealing percutaneous punctures,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=26&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"September 30, 2014",,
,"8,956,388","Integrated vascular device with puncture site closure component and
     sealant",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=25&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"February 17, 2015",,
,"9,050,068",Clip applier and methods of use,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=24&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"June 9, 2015",,
,"9,050,087","Integrated vascular device with puncture site closure component and
     sealant and methods of use",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=23&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"June 9, 2015",,
,"9,066,853",Clonidine compounds in a biodegradable fiber,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=22&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"June 30, 2015",,
,"9,089,311",Vessel closure devices and methods,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=21&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"July 28, 2015",,
,"9,089,674",Apparatus and methods for positioning a vascular sheath,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=20&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"July 28, 2015",,
,"9,173,644","Closure devices, systems, and methods",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=19&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"November 3, 2015",,
,"9,241,696",Closure device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=18&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"January 26, 2016",,
,"9,271,707",Clip applier and methods of use,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=17&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"March 1, 2016",,
,"9,282,965",Apparatus and methods for engaging tissue,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=16&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"March 15, 2016",,
,"9,295,469",Blood vessel closure clip and delivery device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=15&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"March 29, 2016",,
,"9,314,230",Closure device with rapidly eroding anchor,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=14&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"April 19, 2016",,
,"9,320,522",Closure device and methods for making and using them,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=13&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"April 26, 2016",,
,"9,332,976",Tissue closure device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=12&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"May 10, 2016",,
,"9,364,209",Articulating suturing device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=11&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"June 14, 2016",,
,"9,398,914",Methods of use of a clip applier,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=10&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"July 26, 2016",,
,"9,402,625",Surgical stapler,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=9&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"August 2, 2016",,
,"9,414,820","Closure devices, systems, and methods",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=8&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"August 16, 2016",,
,"9,414,824","Closure devices, systems, and methods",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=7&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"August 16, 2016",,
,"9,486,191",Closure devices,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=6&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"November 8, 2016",,
,"9,498,196",Sheath apparatus and methods for delivering a closure device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=5&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"November 22, 2016",,
,"9,554,786",Closure device and methods for making and using them,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=4&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"January 31, 2017",,
,"9,579,091",Closure system and methods of use,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=3&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"February 28, 2017",,
,"9,585,646",Closure device and methods for making and using them,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=2&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"March 7, 2017",,
,"9,585,647",Medical device for repairing a fistula,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=1&f=G&l=50&d=PALL&S1=7875054.UREF.&OS=ref/7875054&RS=REF/7875054,"March 7, 2017",,
,"7,877,133",Marker or filler forming fluid,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=406&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=9&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"January 25, 2011","Senorx, Inc.
 (Irvine, 
CA)","A solution for forming a marker or filler mass for an intracorporeal
     site. The solution contains a polar, water soluble non-aqueous solvent
     such as dimethyl sulfoxide and a bioabsorbable, essentially water
     insoluble polymer such as polylactic acid, or copolymers of lactic acid
     and glycolic acid. The solution may be delivered to the biopsy site by a
     suitable syringe and delivery tube. The delivery tube is preferably
     provided with a releasable radiopaque element on the distal tip which can
     be released within the polymeric marker mass formed in the biopsy cavity."
,"8,311,610",Biopsy tissue marker,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=31&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"November 13, 2012",,
,"8,401,622",Biopsy marker with in situ-generated imaging properties,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=30&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"March 19, 2013",,
,"8,437,834",Breast marker,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=29&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"May 7, 2013",,
,"8,486,028",Tissue marking apparatus having drug-eluting tissue marker,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=28&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"July 16, 2013",,
,"8,554,309",Localizing obturator with site marking capability,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=27&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"October 8, 2013",,
,"8,626,269",Fibrous marker and intracorporeal delivery thereof,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=26&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"January 7, 2014",,
,"8,634,899",Multi mode imaging marker,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=25&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"January 21, 2014",,
,"8,639,315",Marker or filler forming fluid,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=24&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"January 28, 2014",,
,"8,668,737",Tissue marking implant,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=23&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"March 11, 2014",,
,"8,670,818",Marker delivery device for tissue marker placement,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=22&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"March 11, 2014",,
,"D715,442",Tissue marker for intracorporeal site identification,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=21&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"October 14, 2014",,
,"D715,942",Tissue marker for intracorporeal site identification,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=20&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"October 21, 2014",,
,"D716,450",Tissue marker for intracorporeal site identification,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=19&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"October 28, 2014",,
,"D716,451",Tissue marker for intracorporeal site identification,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=18&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"October 28, 2014",,
,"8,880,154",Fibrous marker and intracorporeal delivery thereof,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=17&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"November 4, 2014",,
,"9,039,763",Tissue marking implant,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=16&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"May 26, 2015",,
,"9,042,965",Biopsy marker with in situ-generated imaging properties,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=15&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"May 26, 2015",,
,"9,044,162",Marker delivery device with releasable plug,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=14&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"June 2, 2015",,
,"9,149,341",Deployment of polysaccharide markers for treating a site within a patient,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=13&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"October 6, 2015",,
,"9,234,877",Magnetic detector,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=12&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"January 12, 2016",,
,"9,239,314",Magnetic detector,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=11&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"January 19, 2016",,
,"9,427,186",Magnetic probe apparatus,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=10&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"August 30, 2016",,
,"9,480,554",Tissue marking implant,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=9&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"November 1, 2016",,
,"9,523,748",Magnetic detector,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=8&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"December 20, 2016",,
,"9,579,077",Multiple imaging mode tissue marker,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=7&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"February 28, 2017",,
,"9,801,688",Fibrous marker and intracorporeal delivery thereof,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=6&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"October 31, 2017",,
,"9,808,539",Hypoosmotic solutions for lymph node detection,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=5&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"November 7, 2017",,
,"9,820,824",Deployment of polysaccharide markers for treating a site within a patent,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=4&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"November 21, 2017",,
,"9,848,956","Self-contained, self-piercing, side-expelling marking apparatus",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=3&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"December 26, 2017",,
,"9,861,294",Marker delivery device with releasable plug,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=2&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"January 9, 2018",,
,"9,901,415",Multiple imaging mode tissue marker,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=1&f=G&l=50&d=PALL&S1=7877133.UREF.&OS=ref/7877133&RS=REF/7877133,"February 27, 2018",,
,"7,879,317","Polymeric micelle compositions with improved stability and methods of
     making thereof",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=405&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=9&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"February 1, 2011","Samyang Corporation
 (Seoul, 
KR)","Polymeric compositions capable of forming stable micelles in an aqueous
     solution, comprising an amphiphilic block copolymer of a hydrophilic
     block and a hydrophobic block, and a polylactic acid derivative wherein
     one end of the polylactic acid is covalently bound to at least one
     carboxyl group. The carboxyl group of the polylactic acid derivative may
     be fixed with a di- or tri-valent metal ion, obtained by adding the di-
     or tri-valent metal ion to the polymeric composition."
,"7,879,440",Matte film,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=404&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=9&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"February 1, 2011","Asahi Kasei Life & Living Corporation
 (Tokyo, 
JP)","A polylactic acid resin film or sheet which can be satisfactorily and
     stably formed and has excellent matte properties. It is a single-layer
     matte film or sheet which comprises a polylactic acid resin composition
     containing a particulate substance and at least one side of which has a
     surface gloss as measured in accordance with ASTM-D2457-70 (45.degree.
     gloss) of 60% or lower."
,"7,884,143",Biopolymer-based composition for a power and/or telecommunications cable,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=403&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=9&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"February 8, 2011","Nexans
 (Paris, 
FR)","The present invention relates to a power and/or telecommunications cable
     including at least one component element made of a material extruded from
     an extrudable composition, wherein said extrudable composition comprises
     a biopolymer selected from polymers of cellulose ester, polymers of
     starch complexed with a biodegradable polyester, polymers of
     polyhydroxyalkanoate, and/or polymers of polylactic acid comprising a
     mixture of polylactic and of polyester."
,"7,893,137",Resin composition and molded article,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=402&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=9&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"February 22, 2011","Fuji Xerox Co., Ltd.
 (Tokyo, 
JP)","A resin composition includes (A) a polylactic acid and (B) polyarylate
     particles having a number average particle diameter of from 10 nm to 300
     .mu.m."
