Label;Id;patent_title;link;data;assignee;abstract
5,770,231;388;"Microencapsulated 3-piperidinyl-substituted 1,2-benzisoxazoles
     1,2-benzisothiazoles";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=43&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;1998;;
5,855,915;389;"Tablets or biologically acceptable implants for long-term
     antiinflammatory drug release";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=42&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;1999;;
5,871,778;390;Sustained release microsphere preparation containing antipsychotic drug;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=41&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;1999;;
5,965,168;391;"Microencapsulated 3-piperidinyl-substituted 1,2-benzisoxazoles and
     1,2-benzisothiazoles";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=40&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;1999;;
5,980,947;392;"Process for producing drug-containing microspheres by oil-in-water
     evaporation process";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=39&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;1999;;
5,985,309;393;Preparation of particles for inhalation;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=38&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;1999;;
6,110,921;394;"Microencapsulated 3-piperidinyl-substituted 1,2-benzisoxazoles and
     1,2-benzisothiazoles";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=37&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2000;;
6,136,295;395;Aerodynamically light particles for pulmonary drug delivery;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=36&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2000;;
6,280,772;396;Polyester/carboxylic acid composite materials;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=35&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2001;;
6,368,632;397;"Microencapsulated 3-piperidinyl-substituted 1,2-benzisoxazoles and
     1,2-benzisothiazoles";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=34&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2002;;
6,376,516;398;Noscapine and noscapine derivatives, useful as anticancer agents;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=33&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2002;;
6,399,102;399;Aerodynamically light particles for pulmonary drug delivery;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=32&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2002;;
6,517,859;400;Microcapsules for administration of neuroactive agents;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=31&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2003;;
6,544,559;401;"Microencapsulated 3-piperidinyl-substituted 1,2-benzisoxazoles and
     1,2-benzisothiazoles";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=30&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2003;;
6,565,875;402;Microcapsules for administration of neuroactive agents;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=29&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2003;;
6,572,894;403;"Process for the production of morphologically uniform microcapsules and
     microcapsules that are produced according to this process";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=28&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2003;;
6,635,283;404;Aerodynamically light particles for pulmonary drug delivery;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=27&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2003;;
6,652,837;405;Preparation of novel particles for inhalation;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=26&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2003;;
6,673,814;406;"Delivery systems and methods for noscapine and noscapine derivatives,
     useful as anticancer agents";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=25&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2004;;
6,749,835;407;Formulation for spray-drying large porous particles;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=24&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2004;;
6,803,055;408;"Microencapsulated 3-piperidinyl-substituted 1,2-benzisoxazoles and
     1,2-benzisothiazoles";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=23&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2004;;
6,899,898;409;"Induced phase transition method for the production of microparticles
     containing hydrophobic active agents";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=22&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2005;;
6,942,868;410;Aerodynamically light particles for pulmonary drug delivery;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=21&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2005;;
6,956,021;411;Stable spray-dried protein formulations;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=20&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2005;;
7,048,908;412;Particles for inhalation having sustained release properties;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=19&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2006;;
7,052,678;413;Particles for inhalation having sustained release properties;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=18&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2006;;
7,118,763;414;"Microencapsulated 3-piperidinyl-substituted 1,2-benzisoxazoles and
     1,2-benzisothiazoles";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=17&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2006;;
7,182,961;415;Particulate compositions for pulmonary delivery;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=16&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2007;;
7,252,842;416;"Induced phase transition method for the production of microparticles
     containing hydrophilic active agents";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=15&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2007;;
7,384,649;417;Particulate compositions for pulmonary delivery;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=14&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2008;;
7,547,452;418;"Microencapsulated 3-piperidinyl-substituted 1,2-benzisoxazoles and
     1,2-benzisothiazoles";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=13&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2009;;
7,628,977;419;Particles for inhalation having sustained release properties;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=12&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2009;;
7,678,364;420;Particles for inhalation having sustained release properties;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=11&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2010;;
7,736,665;421;Implantable polymeric device for sustained release of buprenorphine;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=10&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2010;;
8,629,151;422;Immunomodulatory agent-polymeric compounds;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=9&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2014;;
8,641,900;423;"Method and device for continuously preparing microspheres, and collection
     unit thereof";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=8&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2014;;
8,852,623;424;Implantable polymeric device for sustained release of dopamine agonist;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=7&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2014;;
9,006,254;425;Immunomodulatory agent-polymeric compounds;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=6&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2015;;
9,066,978;426;Dose selection of adjuvanted synthetic nanocarriers;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=5&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2015;;
9,278,163;427;Implantable polymeric device for sustained release of dopamine agonist;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=4&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2016;;
9,492,388;428;Coated particles for sustained-release pharmaceutical administration;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=3&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2016;;
9,764,031;429;Dose selection of adjuvanted synthetic nanocarriers;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=2&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2017;;
9,884,112;430;Immunomodulatory agent-polymeric compounds;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=1&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281;2018;;
5,010,145;431;Polylactic acid fiber;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=613&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22;1991;Daicel Chemical Industries, Ltd.;"A polylactic acid fiber comprises a blend of poly-L-lactic acid and
     poly-D-lactic acid and is improved by spinning and then drawing."
5,476,465;432;Surgical cable crimp;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=27&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;1995;;
5,508,378;433;Method for producing polylactic acid;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=26&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;1996;;
5,985,776;434;"Nonwoven based on polymers derived from lactic acid, process for
     manufacture and use of such a nonwoven";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=25&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;1999;;
6,120,558;435;Method for manufacturing and treating textiles;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=24&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2000;;
6,264,674;436;Process for hot stretching braided ligatures;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=23&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2001;;
6,441,267;437;Heat bondable biodegradable fiber;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=21&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2002;;
6,506,873;438;"Degradable polymer fibers; preparation product; and, methods of use";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=20&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2003;;
6,509,092;439;Heat bondable biodegradable fibers with enhanced adhesion;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=19&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2003;;
6,761,970;440;Poly(lactic acid) fiber;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=18&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2004;;
6,770,356;441;Fibers and webs capable of high speed solid state deformation;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=17&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2004;;
6,780,357;442;Splittable multicomponent polyester fibers;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=16&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2004;;
7,056,580;443;Fibers formed of a biodegradable polymer and having a low friction surface;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=15&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2006;;
7,909,882;444;Socket and prosthesis for joint replacement;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=14&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2011;;
8,060,183;445;Site marker visible under multiple modalities;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=13&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2011;;
8,182,725;446;Methods for making polylactic acid stereocomplex fibers;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=12&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2012;;
8,280,486;447;Site marker visable under multiple modalities;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=11&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2012;;
8,299,148;448;Polylactic acid fiber and manufacturing method thereof;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=10&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2012;;
8,317,845;449;Screw and method of use;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=9&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2012;;
8,352,014;450;Site marker visible under multiple modalities;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=8&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2013;;
8,377,353;451;Process of making conjugate fibers;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=7&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2013;;
8,433,391;452;Site marker;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=6&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2013;;
8,442,623;453;Site marker visible under multiple modalities;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=5&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2013;;
8,722,783;454;Fiber reinforced composite material;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=4&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2014;;
8,829,097;455;PLA-containing material;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=3&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2014;;
8,945,702;456;Barrier packaging webs having metallized non-oriented film;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=2&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2015;;
9,512,303;457;PLA-containing material;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=1&f=G&l=50&d=PALL&S1=5010145.UREF.&OS=ref/5010145&RS=REF/5010145;2016;;
5,053,035;458;Flexible intramedullary fixation rod;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=612&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22;1991;;"A flexible inramedullary fixation rod for fractured bones is provided
     having a length sufficient to extend a substantial distance on either side
     of a diaphyseal fracture site and a substantially circular core with
     radially disposed fins extending substantially along the full length
     thereof. The radii of the core and fins are such that the rod can pass
     through the bone's medullary canal and engage the inner, or endosteal,
     surface of the bone along line contacts, thereby allowing normal endosteal
     healing and intramedullary revascularization. The rod is constructed of a
     flexible, bio-compatible material, such as titanium, stainless steel,
     resorbable polymers (e.g., polylactic acid) or carbon fiber-polysulfone.
     The radii of the fins are selected to be substantially equal to the
     minimum radius of the medullary canal. The core radius is selected in
     accordance with the Young's and shear moduli associated with the
     bio-compatible material to provide a rod structural rigidity (bending and
     torsional) preferably between 0.1% and 10% of the inherent bone rigidity
     with the relationship between the rod bending and torsional rigidities
     preferably being substantially the same as the corresponding relationship
     for the intact bone. This causes natural stresses (bending and torsional)
     to be maintained at the fracture site, thereby promoting natural and
     therefore stronger healing of the fractured bone."
5,100,669;459;"Polylactic acid type microspheres containing physiologically active
     substance and process for preparing the same";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=611&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22;1992;Biomaterials Universe, Inc.;"Microspheres comprising polylactic acid and a water soluble physiologically
     active substance and having a mean particle size of from about 0.01 .mu.m
     to 300 .mu.m, which show not more than 30% of an eluted amount of said
     physiologically active substance based on the content of said
     physiologically active substance in the polylactic acid type microspheres
     after 24 hours in in vitro elution test in phosphate buffer of pH 7.4 at
     37.degree. C., and a process for preparing the same. The polylactic acid
     type microspheres of this invention is advantageous in that the active
     substance can be uniformly incorporated into the microspheres without loss
     of the activity, can gradually release the active substance for a long
     time of period of more than one week."
6,406,719;460;Encapsulation of bioactive agents;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=98&f=G&l=50&d=PALL&S1=5100669.UREF.&OS=ref/5100669&RS=REF/5100669;2002;;
6,413,550;461;Proteinoid carriers and methods for preparation and use thereof;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=97&f=G&l=50&d=PALL&S1=5100669.UREF.&OS=ref/5100669&RS=REF/5100669;2002;;
6,426,339;462;Formulations and methods for providing prolonged local anesthesia;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=96&f=G&l=50&d=PALL&S1=5100669.UREF.&OS=ref/5100669&RS=REF/5100669;2002;;
6,428,780;463;Compounds and compositions for delivering active agents;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=95&f=G&l=50&d=PALL&S1=5100669.UREF.&OS=ref/5100669&RS=REF/5100669;2002;;
6,461,545;464;Method of solubilizing and encapsulating itraconazole;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=94&f=G&l=50&d=PALL&S1=5100669.UREF.&OS=ref/5100669&RS=REF/5100669;2002;;
6,475,779;465;Polymeric gene delivery;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=93&f=G&l=50&d=PALL&S1=5100669.UREF.&OS=ref/5100669&RS=REF/5100669;2002;;
6,514,516;466;Formulations and methods for providing prolonged local anesthesia;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=92&f=G&l=50&d=PALL&S1=5100669.UREF.&OS=ref/5100669&RS=REF/5100669;2003;;
6,521,259;467;Formulations and methods for providing prolonged local anesthesia;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=91&f=G&l=50&d=PALL&S1=5100669.UREF.&OS=ref/5100669&RS=REF/5100669;2003;;
6,534,081;468;Prolonged anesthesia in joints and body spaces;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=90&f=G&l=50&d=PALL&S1=5100669.UREF.&OS=ref/5100669&RS=REF/5100669;2003;;
6,537,578;469;Once-a-day controlled release sulfonylurea formulation;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=89&f=G&l=50&d=PALL&S1=5100669.UREF.&OS=ref/5100669&RS=REF/5100669;2003;;
